Product ID,avg_torque,avg_speed,max_tool_wear,cluster
H37729,40.7,1422.0,85,2
H37732,39.3,1565.0,94,2
H37737,40.4,1453.0,108,2
H37740,34.2,1523.0,119,0
H37757,48.2,1437.0,164,0
H37759,35.9,1490.0,171,0
H37795,38.3,1530.0,53,2
H37799,38.8,1563.0,65,2
H37810,33.3,1593.0,95,1
H37815,31.8,1671.0,108,1
H37831,30.7,1704.0,150,1
H37836,63.0,1243.0,163,0
H37845,54.6,1324.0,185,0
H37878,27.5,1672.0,54,1
H37882,39.1,1463.0,66,2
H37891,33.5,1579.0,91,1
H37916,55.9,1279.0,152,0
H37926,36.2,1546.0,177,0
H37936,29.8,1631.0,0,1
H37937,41.7,1529.0,5,2
H37956,35.3,1512.0,51,2
H37958,21.0,2011.0,59,1
H37984,35.9,1545.0,120,0
H38000,37.5,1461.0,161,0
H38015,46.9,1359.0,199,0
H38017,49.1,1384.0,206,0
H38033,39.8,1480.0,19,2
H38038,39.7,1490.0,34,2
H38043,39.1,1557.0,47,2
H38045,37.0,1506.0,54,2
H38064,27.4,1771.0,100,1
H38066,41.5,1461.0,108,2
H38078,58.9,1355.0,138,0
H38089,29.4,1688.0,166,1
H38099,41.4,1524.0,192,0
H38112,46.2,1438.0,16,2
H38144,33.9,1569.0,93,1
H38145,46.6,1486.0,98,2
H38153,37.6,1429.0,118,0
H38157,51.1,1323.0,130,0
H38176,24.0,1824.0,179,1
H38189,38.7,1536.0,7,2
H38191,38.8,1481.0,14,2
H38229,55.0,1435.0,104,2
H38231,53.5,1376.0,112,0
H38233,48.9,1349.0,120,0
H38235,33.8,1623.0,127,1
H38244,42.8,1430.0,153,0
H38245,26.8,1726.0,158,1
H38249,53.5,1324.0,169,0
H38257,38.0,1564.0,191,0
H38258,30.8,1645.0,196,1
H38280,39.6,1416.0,45,2
H38287,36.4,1557.0,65,2
H38289,51.0,1332.0,72,2
H38295,37.9,1520.0,89,2
H38309,40.1,1461.0,126,0
H38316,46.3,1522.0,146,0
H38338,42.2,1527.0,199,0
H38354,19.3,1935.0,24,1
H38389,34.2,1661.0,109,1
H38406,37.2,1450.0,151,0
H38427,43.0,1435.0,202,0
H38445,23.9,1793.0,28,1
H38448,46.2,1585.0,37,2
H38469,23.1,1864.0,90,1
H38474,45.8,1453.0,105,2
H38479,17.3,2182.0,119,1
H38482,30.3,1790.0,128,1
H38486,27.2,1770.0,140,1
H38493,42.4,1554.0,158,0
H38499,54.0,1365.0,174,0
H38513,52.3,1477.0,2,2
H38515,31.4,1653.0,9,1
H38530,32.1,1659.0,49,1
H38545,46.7,1463.0,85,2
H38549,50.3,1404.0,97,2
H38572,46.2,1487.0,150,0
H38574,28.0,1671.0,158,1
H38582,44.4,1385.0,181,0
H38587,32.2,1650.0,195,1
H38593,44.7,1435.0,8,2
H38630,43.7,1469.0,96,2
H38653,51.9,1436.0,153,0
H38664,25.9,1823.0,181,1
H38672,43.2,1379.0,0,2
H38675,38.4,1470.0,10,2
H38687,35.7,1520.0,40,2
H38692,39.9,1606.0,53,2
H38694,43.3,1470.0,61,2
H38710,39.1,1524.0,100,2
H38719,30.2,1646.0,125,1
H38726,33.6,1573.0,143,0
H38730,41.2,1417.0,155,0
H38742,19.0,2051.0,184,1
H38751,40.3,1500.0,207,0
H38752,30.8,1531.0,212,0
H38754,37.1,1577.0,0,2
H38756,31.8,1706.0,8,1
H38784,51.9,1418.0,77,2
H38789,49.5,1288.0,91,2
H38790,27.7,1738.0,96,1
H38791,41.0,1488.0,101,2
H38797,38.2,1548.0,117,0
H38801,52.0,1390.0,131,0
H38805,18.5,2071.0,144,1
H38807,43.0,1489.0,151,0
H38812,40.1,1526.0,165,0
H38822,34.5,1637.0,191,0
H38831,43.8,1515.0,6,2
H38842,28.4,1837.0,34,1
H38857,53.8,1411.0,73,2
H38860,53.5,1388.0,83,2
H38865,39.6,1536.0,99,2
H38867,56.8,1360.0,107,2
H38884,47.1,1439.0,149,0
H38893,33.5,1600.0,175,0
H38896,57.4,1309.0,185,0
H38897,35.3,1546.0,190,0
H38909,44.8,1373.0,221,0
H38911,40.3,1443.0,0,2
H38912,36.1,1542.0,5,2
H38920,41.6,1548.0,25,2
H38938,27.6,1658.0,69,1
H38944,53.6,1405.0,86,2
H38969,31.4,1585.0,149,1
H38988,46.6,1418.0,197,0
H39002,45.5,1510.0,27,2
H39009,50.0,1432.0,45,2
H39018,38.0,1637.0,68,2
H39038,38.6,1555.0,118,0
H39042,34.3,1569.0,132,0
H39043,19.7,2053.0,137,1
H39047,41.2,1421.0,149,0
H39052,44.9,1393.0,162,0
H39063,33.1,1657.0,187,1
H39069,49.5,1431.0,205,0
H39075,44.9,1458.0,221,0
H39086,31.5,1744.0,0,1
H39098,51.0,1376.0,32,2
H39125,42.9,1429.0,96,2
H39130,45.2,1387.0,110,0
H39136,21.6,1911.0,126,1
H39148,44.3,1458.0,156,0
H39163,45.4,1483.0,192,0
H39169,35.3,1561.0,208,0
H39180,42.5,1449.0,16,2
H39184,31.8,1584.0,27,2
H39188,41.0,1375.0,39,2
H39192,54.5,1311.0,52,2
H39197,44.6,1466.0,66,2
H39199,29.8,1697.0,74,1
H39201,50.4,1420.0,82,2
H39206,36.0,1573.0,97,2
H39207,46.7,1414.0,102,2
H39210,30.9,1694.0,111,1
H39214,50.3,1421.0,124,0
H39216,19.2,1984.0,132,1
H39228,40.9,1430.0,162,0
H39254,42.4,1486.0,16,2
H39258,37.0,1484.0,28,2
H39262,40.6,1568.0,39,2
H39268,45.3,1362.0,56,2
H39274,26.9,1755.0,73,1
H39284,25.6,1884.0,100,1
H39290,55.1,1461.0,118,0
H39297,34.3,1654.0,136,1
H39303,40.2,1516.0,152,0
H39306,48.6,1407.0,161,0
H39314,42.3,1449.0,182,0
H39316,45.3,1402.0,190,0
H39334,43.9,1450.0,28,2
H39336,39.1,1566.0,36,2
H39343,39.2,1479.0,58,2
H39350,33.2,1534.0,75,2
H39353,12.8,2636.0,84,1
H39384,24.7,1891.0,158,1
H39385,44.6,1563.0,163,0
H39392,52.1,1377.0,181,0
H39398,42.8,1432.0,197,0
H39399,35.6,1572.0,202,0
H39410,31.8,1632.0,17,1
H39412,48.5,1408.0,25,2
L47181,46.3,1408.0,3,2
L47182,49.4,1498.0,5,2
L47183,39.5,1433.0,7,2
L47184,40.0,1408.0,9,2
L47186,42.4,1558.0,14,2
L47187,40.2,1527.0,16,2
L47194,19.6,2035.0,40,1
L47195,48.4,1542.0,42,2
L47201,44.8,1450.0,63,2
L47203,25.7,1758.0,68,1
L47205,23.3,1861.0,73,1
L47206,39.0,1512.0,75,2
L47208,44.2,1439.0,82,2
L47209,30.1,1693.0,84,1
L47211,25.5,1798.0,89,1
L47212,48.3,1419.0,91,2
L47213,32.5,1665.0,93,1
L47217,39.2,1439.0,104,2
L47219,52.5,1350.0,111,2
L47220,45.4,1362.0,113,0
L47221,50.8,1368.0,115,0
L47225,49.1,1489.0,128,0
L47227,46.3,1418.0,133,0
L47230,4.6,2861.0,143,1
L47231,54.9,1383.0,145,0
L47233,35.1,1565.0,152,0
L47234,30.1,1691.0,154,1
L47235,40.7,1512.0,156,0
L47236,42.4,1477.0,158,0
L47237,40.3,1513.0,160,0
L47239,54.4,1378.0,165,0
L47240,52.6,1393.0,167,0
L47242,22.9,1829.0,172,1
L47244,38.6,1523.0,177,0
L47245,45.1,1394.0,179,0
L47248,32.4,1527.0,189,0
L47249,65.7,1410.0,191,0
L47251,45.5,1452.0,196,0
L47252,44.4,1369.0,198,0
L47253,35.0,1592.0,200,0
L47254,32.3,1601.0,202,0
L47255,46.7,1379.0,204,0
L47256,47.9,1461.0,206,0
L47257,41.3,1455.0,208,0
L47258,51.5,1398.0,0,2
L47259,37.9,1402.0,2,2
L47261,47.5,1450.0,9,2
L47262,40.8,1453.0,11,2
L47263,40.1,1469.0,13,2
L47264,47.6,1422.0,15,2
L47267,31.8,1544.0,25,2
L47270,25.8,1753.0,33,1
L47271,24.9,1830.0,35,1
L47273,43.0,1450.0,40,2
L47274,31.9,1622.0,42,1
L47278,32.7,1529.0,53,2
L47279,44.4,1523.0,55,2
L47280,25.0,1852.0,57,1
L47281,20.7,1991.0,59,1
L47282,40.6,1555.0,61,2
L47284,43.4,1450.0,66,2
L47285,31.1,1591.0,68,1
L47286,48.5,1445.0,70,2
L47289,34.1,1572.0,80,2
L47290,22.5,1872.0,82,1
L47294,29.4,1680.0,95,1
L47295,45.7,1431.0,97,2
L47296,34.1,1564.0,99,1
L47297,33.0,1599.0,101,1
L47299,40.7,1467.0,106,2
L47300,44.7,1433.0,108,2
L47301,41.2,1558.0,110,0
L47302,50.7,1310.0,112,0
L47303,43.4,1546.0,114,0
L47304,29.4,1727.0,116,1
L47305,32.2,1560.0,118,1
L47306,60.5,1329.0,120,0
L47307,46.5,1413.0,122,0
L47308,38.6,1587.0,124,0
L47309,34.3,1559.0,126,0
L47310,41.1,1473.0,128,0
L47311,27.7,1737.0,130,1
L47314,53.0,1369.0,138,0
L47317,55.3,1297.0,148,0
L47319,55.8,1268.0,155,0
L47320,36.1,1511.0,157,0
L47321,35.2,1544.0,159,0
L47325,33.6,1513.0,172,0
L47327,40.1,1515.0,179,0
L47329,39.9,1473.0,184,0
L47330,42.7,1422.0,186,0
L47333,27.0,1850.0,194,1
L47334,36.2,1528.0,196,0
L47339,47.0,1471.0,214,0
L47340,60.7,1282.0,216,0
L47341,52.3,1412.0,218,0
L47342,35.5,1586.0,0,2
L47345,26.0,1733.0,8,1
L47348,62.3,1433.0,20,2
L47349,59.1,1318.0,22,2
L47351,50.8,1462.0,27,2
L47354,58.3,1306.0,35,2
L47355,43.5,1382.0,37,2
L47356,34.7,1618.0,39,2
L47357,21.4,1988.0,41,1
L47358,50.2,1436.0,43,2
L47359,49.8,1304.0,45,2
L47360,49.9,1475.0,47,2
L47363,40.7,1485.0,57,2
L47364,30.6,1667.0,59,1
L47365,38.2,1446.0,61,2
L47366,56.0,1301.0,63,2
L47367,43.1,1379.0,65,2
L47368,33.6,1606.0,67,1
L47370,49.9,1477.0,72,2
L47371,34.6,1666.0,74,1
L47375,42.9,1453.0,89,2
L47378,35.0,1588.0,99,1
L47379,47.1,1433.0,101,2
L47380,35.0,1609.0,103,1
L47381,41.2,1575.0,105,2
L47383,37.9,1490.0,110,0
L47384,32.8,1741.0,112,1
L47386,35.3,1609.0,117,1
L47388,36.7,1591.0,122,0
L47389,44.0,1477.0,124,0
L47390,36.1,1523.0,126,0
L47391,33.9,1575.0,128,1
L47393,44.9,1386.0,135,0
L47395,40.3,1548.0,140,0
L47396,38.3,1499.0,142,0
L47397,31.6,1664.0,144,1
L47398,38.1,1447.0,146,0
L47400,52.7,1416.0,151,0
L47402,45.0,1304.0,158,0
L47403,34.4,1569.0,160,0
L47404,29.3,1584.0,162,1
L47405,53.8,1362.0,164,0
L47406,49.2,1329.0,166,0
L47407,36.1,1539.0,168,0
L47409,32.2,1538.0,173,0
L47410,34.8,1570.0,175,0
L47411,43.1,1408.0,177,0
L47412,47.6,1424.0,179,0
L47413,34.9,1512.0,181,0
L47414,42.9,1478.0,183,0
L47416,38.7,1495.0,188,0
L47418,50.3,1393.0,193,0
L47419,30.6,1611.0,195,0
L47421,24.3,1777.0,200,1
L47422,58.8,1348.0,202,0
L47423,44.1,1442.0,204,0
L47426,33.5,1585.0,212,0
L47427,45.5,1469.0,214,0
L47428,56.8,1362.0,216,0
L47429,56.2,1405.0,218,0
L47430,32.7,1662.0,0,2
L47432,35.8,1620.0,5,2
L47433,48.2,1357.0,7,2
L47434,37.9,1514.0,9,2
L47435,40.4,1489.0,11,2
L47436,63.0,1331.0,13,2
L47437,29.5,1615.0,15,1
L47438,37.9,1482.0,17,2
L47441,32.1,1654.0,25,1
L47444,47.5,1390.0,33,2
L47445,37.1,1454.0,35,2
L47447,21.1,1954.0,42,1
L47449,37.0,1524.0,49,2
L47452,40.4,1484.0,59,2
L47453,46.0,1426.0,61,2
L47454,28.5,1652.0,63,1
L47455,54.7,1401.0,65,2
L47459,23.4,1819.0,78,1
L47461,36.5,1626.0,83,1
L47463,43.0,1469.0,88,2
L47464,19.2,2051.0,90,1
L47465,36.0,1568.0,92,2
L47466,33.2,1589.0,94,1
L47467,31.6,1805.0,96,1
L47469,46.7,1436.0,103,2
L47470,45.6,1438.0,105,2
L47471,42.6,1473.0,107,2
L47472,40.2,1335.0,109,2
L47476,46.2,1395.0,122,0
L47477,25.3,1713.0,124,1
L47480,38.3,1622.0,134,0
L47481,27.1,1740.0,136,1
L47484,27.5,1737.0,146,1
L47485,19.2,2129.0,148,1
L47486,47.1,1374.0,150,0
L47488,47.2,1305.0,155,0
L47492,36.0,1468.0,168,0
L47493,50.8,1313.0,170,0
L47495,40.6,1646.0,175,0
L47496,33.2,1714.0,177,1
L47497,28.4,1685.0,179,1
L47498,39.9,1512.0,181,0
L47499,32.1,1612.0,183,0
L47501,32.5,1518.0,190,0
L47502,40.0,1448.0,192,0
L47503,46.3,1561.0,194,0
L47505,27.8,1699.0,199,1
L47506,41.4,1501.0,201,0
L47507,56.7,1373.0,203,0
L47513,31.3,1647.0,3,1
L47515,25.9,1749.0,8,1
L47517,27.7,1742.0,13,1
L47518,38.2,1563.0,15,2
L47520,39.4,1474.0,20,2
L47522,46.5,1471.0,25,2
L47523,48.6,1388.0,27,2
L47525,32.9,1585.0,32,2
L47527,40.8,1544.0,37,2
L47528,31.7,1617.0,39,1
L47529,34.3,1595.0,41,2
L47534,34.3,1658.0,59,1
L47535,36.9,1623.0,61,2
L47537,34.2,1517.0,66,2
L47541,36.8,1596.0,77,2
L47543,47.8,1438.0,84,2
L47544,55.2,1407.0,86,2
L47545,57.5,1353.0,88,2
L47548,39.5,1489.0,96,2
L47551,38.1,1604.0,106,2
L47553,42.0,1412.0,111,0
L47554,43.0,1431.0,113,0
L47555,37.4,1533.0,115,0
L47558,29.4,1754.0,123,1
L47559,26.8,1754.0,125,1
L47560,12.8,2564.0,127,1
L47561,40.4,1546.0,129,0
L47562,48.0,1335.0,131,0
L47564,26.8,1712.0,136,1
L47566,50.9,1319.0,141,0
L47567,60.4,1249.0,143,0
L47568,48.2,1455.0,145,0
L47570,46.7,1460.0,150,0
L47571,38.1,1491.0,152,0
L47574,39.9,1528.0,160,0
L47575,37.7,1571.0,162,0
L47576,42.6,1490.0,164,0
L47579,49.7,1392.0,174,0
L47580,16.9,2100.0,176,1
L47581,30.4,1722.0,178,1
L47582,32.3,1678.0,180,1
L47583,59.8,1273.0,182,0
L47584,45.9,1297.0,184,0
L47585,57.6,1350.0,186,0
L47586,51.9,1439.0,188,0
L47589,41.3,1459.0,196,0
L47591,44.3,1429.0,201,0
L47592,48.2,1388.0,203,0
L47593,34.5,1573.0,205,0
L47594,32.5,1588.0,207,0
L47595,42.8,1511.0,209,0
L47596,37.8,1495.0,211,0
L47597,50.1,1394.0,213,0
L47598,17.7,2151.0,0,1
L47602,55.2,1333.0,11,2
L47603,43.9,1484.0,13,2
L47604,45.7,1430.0,15,2
L47606,44.9,1501.0,20,2
L47609,62.3,1208.0,28,2
L47610,37.1,1596.0,30,2
L47611,41.9,1446.0,32,2
L47615,41.2,1493.0,43,2
L47616,36.3,1504.0,45,2
L47617,38.5,1538.0,47,2
L47618,52.2,1341.0,49,2
L47620,39.2,1389.0,54,2
L47622,61.5,1399.0,61,2
L47624,37.2,1582.0,68,2
L47625,26.7,1793.0,70,1
L47626,39.0,1452.0,72,2
L47628,44.9,1552.0,77,2
L47629,37.9,1622.0,79,2
L47633,36.2,1510.0,92,2
L47634,46.6,1468.0,94,2
L47635,57.4,1429.0,96,2
L47637,53.6,1276.0,103,2
L47638,42.6,1486.0,105,2
L47639,42.3,1476.0,107,2
L47641,40.2,1402.0,114,0
L47642,43.4,1433.0,116,0
L47643,4.2,2874.0,118,1
L47644,35.7,1511.0,120,0
L47646,41.5,1550.0,125,0
L47647,16.5,2182.0,127,1
L47648,31.6,1619.0,129,1
L47654,49.8,1478.0,150,0
L47655,41.1,1380.0,152,0
L47656,37.9,1570.0,154,0
L47658,22.6,1833.0,161,1
L47660,32.0,1583.0,166,0
L47662,37.4,1548.0,171,0
L47663,56.9,1324.0,173,0
L47664,33.7,1568.0,175,0
L47668,42.8,1584.0,186,0
L47670,37.9,1459.0,191,0
L47671,45.6,1420.0,193,0
L47672,43.5,1404.0,195,0
L47673,38.8,1470.0,197,0
L47674,49.8,1326.0,199,0
L47677,39.2,1505.0,209,0
L47678,30.2,1611.0,211,0
L47679,35.1,1515.0,213,0
L47682,43.3,1390.0,221,0
L47685,35.0,1610.0,6,2
L47686,34.3,1543.0,8,2
L47688,24.6,1893.0,15,1
L47690,37.5,1564.0,20,2
L47691,39.4,1479.0,22,2
L47692,44.8,1426.0,24,2
L47693,38.8,1428.0,26,2
L47694,33.2,1620.0,28,2
L47695,28.0,1715.0,30,1
L47696,29.9,1732.0,32,1
L47698,20.6,1924.0,37,1
L47700,36.2,1617.0,42,2
L47701,35.8,1497.0,44,2
L47703,45.9,1401.0,49,2
L47704,35.4,1620.0,51,2
L47705,45.5,1466.0,53,2
L47706,50.6,1373.0,55,2
L47709,36.2,1569.0,63,2
L47711,34.9,1549.0,68,2
L47712,45.4,1443.0,70,2
L47713,29.8,1675.0,72,1
L47714,33.4,1623.0,74,1
L47716,24.8,1759.0,81,1
L47720,45.5,1473.0,94,2
L47721,52.3,1296.0,96,2
L47722,24.7,1803.0,98,1
L47725,22.1,1958.0,108,1
L47726,24.3,1809.0,110,1
L47728,53.2,1332.0,115,0
L47729,40.4,1437.0,117,0
L47730,29.4,1698.0,119,1
L47731,54.3,1274.0,121,0
L47736,50.1,1357.0,137,0
L47738,34.6,1650.0,142,1
L47739,40.6,1503.0,144,0
L47740,58.2,1318.0,146,0
L47742,30.9,1574.0,151,1
L47743,35.2,1529.0,153,0
L47748,22.1,1935.0,171,1
L47750,41.0,1498.0,176,0
L47752,49.0,1351.0,181,0
L47753,45.0,1472.0,183,0
L47757,37.7,1591.0,196,0
L47758,36.8,1533.0,198,0
L47761,42.9,1394.0,206,0
L47762,49.2,1341.0,208,0
L47765,20.5,2001.0,220,1
L47766,49.8,1501.0,222,0
L47768,33.4,1628.0,229,0
L47769,40.2,1491.0,231,0
L47770,36.7,1517.0,233,0
L47773,50.7,1312.0,0,2
L47778,47.9,1480.0,18,2
L47780,37.3,1547.0,25,2
L47781,16.8,2194.0,27,1
L47782,21.3,2000.0,29,1
L47783,71.6,1336.0,31,2
L47784,33.8,1542.0,33,2
L47786,50.5,1461.0,38,2
L47788,47.7,1403.0,43,2
L47789,32.5,1629.0,45,1
L47790,33.7,1534.0,47,2
L47791,40.9,1553.0,49,2
L47792,32.8,1563.0,51,2
L47793,30.0,1634.0,53,1
L47795,30.4,1642.0,58,1
L47799,44.7,1507.0,73,2
L47801,45.3,1408.0,78,2
L47803,23.7,1926.0,83,1
L47805,36.3,1545.0,90,2
L47806,35.2,1533.0,92,2
L47807,42.2,1455.0,94,2
L47809,45.9,1523.0,99,2
L47810,47.6,1460.0,101,2
L47811,37.3,1554.0,103,2
L47813,43.9,1442.0,110,0
L47814,41.6,1507.0,112,0
L47815,23.9,1858.0,114,1
L47816,43.9,1463.0,116,0
L47817,37.4,1585.0,118,0
L47818,37.3,1536.0,120,0
L47819,51.3,1403.0,122,0
L47821,47.9,1390.0,127,0
L47825,44.1,1392.0,140,0
L47827,36.9,1559.0,145,0
L47830,33.1,1611.0,155,1
L47831,38.9,1503.0,157,0
L47832,44.5,1391.0,159,0
L47833,20.1,2015.0,161,1
L47834,30.9,1683.0,163,1
L47835,38.8,1435.0,165,0
L47837,58.6,1365.0,170,0
L47838,36.8,1562.0,172,0
L47839,49.1,1449.0,174,0
L47843,44.0,1469.0,185,0
L47844,47.4,1390.0,187,0
L47845,28.1,1729.0,189,1
L47846,43.5,1470.0,191,0
L47847,48.5,1459.0,193,0
L47848,24.0,1738.0,195,1
L47850,25.4,1822.0,202,1
L47851,34.8,1554.0,204,0
L47853,47.7,1449.0,209,0
L47854,41.2,1456.0,0,2
L47857,39.7,1478.0,10,2
L47859,47.3,1372.0,15,2
L47863,24.4,1874.0,28,1
L47864,43.2,1538.0,30,2
L47871,39.3,1563.0,56,2
L47872,42.1,1479.0,58,2
L47873,38.3,1477.0,60,2
L47874,50.0,1394.0,62,2
L47875,45.4,1487.0,64,2
L47878,40.2,1539.0,72,2
L47881,40.1,1515.0,82,2
L47884,33.7,1516.0,92,2
L47885,38.2,1507.0,94,2
L47887,27.3,1838.0,99,1
L47891,46.2,1443.0,110,0
L47892,37.6,1453.0,112,0
L47893,46.4,1439.0,114,0
L47894,36.2,1609.0,116,1
L47895,59.1,1324.0,118,0
L47897,36.9,1545.0,125,0
L47898,39.0,1477.0,127,0
L47899,58.1,1447.0,129,0
L47900,23.8,1809.0,131,1
L47901,30.9,1696.0,133,1
L47902,44.7,1427.0,135,0
L47904,44.6,1390.0,140,0
L47905,34.2,1640.0,142,1
L47909,37.7,1586.0,155,0
L47912,22.1,1924.0,163,1
L47915,32.4,1557.0,173,0
L47916,38.2,1555.0,175,0
L47918,45.9,1506.0,182,0
L47919,41.8,1390.0,184,0
L47921,38.8,1513.0,189,0
L47922,34.7,1643.0,191,0
L47923,53.8,1361.0,193,0
L47924,40.9,1450.0,195,0
L47925,50.7,1451.0,197,0
L47926,62.0,1289.0,199,0
L47927,48.3,1356.0,201,0
L47929,22.3,1978.0,208,1
L47930,36.8,1535.0,210,0
L47932,48.7,1422.0,215,0
L47933,40.4,1536.0,217,0
L47936,40.4,1584.0,227,0
L47937,33.7,1555.0,229,0
L47938,41.7,1497.0,231,0
L47940,39.4,1505.0,236,0
L47941,34.6,1646.0,238,0
L47943,47.5,1400.0,3,2
L47944,56.5,1337.0,5,2
L47945,53.9,1332.0,7,2
L47946,38.3,1561.0,9,2
L47947,31.1,1546.0,11,2
L47948,29.3,1713.0,13,1
L47949,44.5,1343.0,15,2
L47950,54.4,1391.0,17,2
L47953,39.4,1510.0,29,2
L47954,48.8,1448.0,31,2
L47955,46.0,1453.0,33,2
L47956,39.2,1468.0,35,2
L47957,47.5,1382.0,37,2
L47958,32.2,1580.0,39,2
L47959,29.8,1666.0,41,1
L47961,29.7,1675.0,46,1
L47962,30.8,1698.0,48,1
L47964,27.9,1743.0,55,1
L47966,28.8,1741.0,60,1
L47967,45.3,1435.0,62,2
L47970,45.4,1420.0,70,2
L47971,35.4,1611.0,72,2
L47972,42.9,1373.0,74,2
L47975,37.0,1605.0,84,2
L47977,40.1,1565.0,89,2
L47981,52.1,1285.0,100,2
L47982,35.0,1571.0,102,1
L47987,22.8,1867.0,118,1
L47988,43.3,1424.0,120,0
L47989,45.7,1452.0,122,0
L47990,39.7,1550.0,124,0
L47991,37.6,1588.0,126,0
L47992,44.4,1338.0,128,0
L47993,40.0,1513.0,130,0
L47996,48.3,1434.0,138,0
L47997,52.0,1368.0,140,0
L47998,48.7,1304.0,142,0
L47999,46.7,1398.0,144,0
L48000,37.4,1516.0,146,0
L48001,41.7,1474.0,148,0
L48004,42.8,1436.0,156,0
L48005,40.0,1474.0,158,0
L48006,38.2,1481.0,160,0
L48007,42.1,1501.0,162,0
L48008,37.2,1566.0,164,0
L48009,34.5,1579.0,166,0
L48010,35.0,1631.0,168,0
L48012,38.6,1521.0,173,0
L48013,28.0,1616.0,175,1
L48016,45.1,1368.0,185,0
L48017,47.8,1465.0,187,0
L48020,37.9,1582.0,197,0
L48021,45.5,1439.0,199,0
L48023,42.7,1485.0,204,0
L48024,35.1,1566.0,206,0
L48025,41.5,1439.0,208,0
L48027,5.6,2833.0,213,1
L48028,47.1,1465.0,215,0
L48030,31.4,1567.0,5,2
L48033,49.0,1444.0,13,2
L48035,30.8,1615.0,18,1
L48036,22.7,1898.0,20,1
L48043,44.2,1416.0,46,2
L48045,50.2,1414.0,51,2
L48046,26.7,1678.0,53,1
L48049,49.2,1358.0,63,2
L48050,56.2,1325.0,65,2
L48051,53.2,1339.0,67,2
L48053,21.7,1892.0,72,1
L48054,28.5,1575.0,74,1
L48056,22.4,1915.0,79,1
L48059,54.6,1337.0,87,2
L48061,46.2,1464.0,92,2
L48063,34.3,1490.0,97,2
L48064,48.0,1356.0,99,2
L48065,52.0,1397.0,101,2
L48066,40.6,1458.0,103,2
L48069,46.2,1389.0,113,0
L48070,52.4,1370.0,115,0
L48071,47.9,1408.0,117,0
L48072,54.4,1343.0,119,0
L48074,48.6,1426.0,124,0
L48076,35.1,1573.0,129,0
L48077,31.2,1612.0,131,1
L48078,49.9,1446.0,133,0
L48080,35.1,1569.0,140,0
L48082,48.7,1383.0,147,0
L48083,14.6,2270.0,149,1
L48085,41.2,1474.0,156,0
L48089,39.2,1456.0,167,0
L48090,35.9,1546.0,169,0
L48092,40.4,1569.0,174,0
L48093,29.5,1621.0,176,1
L48097,51.0,1475.0,187,0
L48099,50.7,1407.0,192,0
L48104,27.6,1800.0,208,1
L48106,55.6,1372.0,215,0
L48108,21.9,1949.0,5,1
L48109,51.1,1419.0,7,2
L48111,36.2,1542.0,12,2
L48112,50.0,1363.0,14,2
L48113,37.2,1597.0,16,2
L48117,61.8,1263.0,27,2
L48118,25.8,1823.0,29,1
L48119,40.7,1488.0,31,2
L48120,48.9,1443.0,33,2
L48121,28.2,1650.0,35,1
L48126,54.8,1287.0,49,2
L48127,44.5,1428.0,51,2
L48129,32.7,1636.0,56,1
L48130,42.5,1424.0,58,2
L48132,48.9,1448.0,65,2
L48133,32.8,1650.0,67,1
L48135,20.9,1911.0,74,1
L48138,47.6,1399.0,84,2
L48139,35.2,1505.0,86,2
L48140,37.9,1534.0,88,2
L48141,40.5,1493.0,90,2
L48143,31.6,1621.0,95,1
L48144,26.2,1737.0,97,1
L48145,46.5,1508.0,99,2
L48148,40.9,1547.0,107,2
L48149,41.0,1412.0,109,0
L48150,35.1,1568.0,111,1
L48151,41.1,1557.0,113,0
L48152,35.2,1644.0,115,1
L48153,30.4,1679.0,117,1
L48154,35.2,1511.0,119,0
L48157,21.0,1917.0,127,1
L48159,53.3,1389.0,132,0
L48160,42.8,1409.0,134,0
L48161,31.1,1655.0,136,1
L48162,39.1,1516.0,138,0
L48163,34.9,1526.0,140,0
L48164,48.6,1419.0,142,0
L48165,25.3,1748.0,144,1
L48170,48.3,1414.0,162,0
L48172,35.7,1651.0,167,0
L48175,35.8,1566.0,175,0
L48179,33.2,1560.0,186,0
L48180,29.6,1654.0,188,1
L48181,32.9,1662.0,190,1
L48182,35.0,1646.0,192,0
L48183,46.7,1444.0,194,0
L48185,52.0,1382.0,201,0
L48186,53.4,1413.0,203,0
L48188,41.7,1441.0,3,2
L48194,41.8,1445.0,20,2
L48195,43.6,1356.0,22,2
L48197,31.6,1637.0,27,1
L48198,58.6,1291.0,29,2
L48199,52.7,1398.0,31,2
L48200,57.7,1372.0,33,2
L48202,36.5,1515.0,38,2
L48203,24.3,1881.0,40,1
L48204,29.9,1711.0,42,1
L48205,37.0,1475.0,44,2
L48206,36.8,1512.0,46,2
L48208,39.9,1472.0,51,2
L48210,28.4,1760.0,56,1
L48211,36.1,1549.0,58,2
L48212,34.0,1648.0,60,1
L48215,48.4,1403.0,70,2
L48218,41.1,1498.0,80,2
L48219,36.8,1524.0,82,2
L48220,43.9,1502.0,84,2
L48221,25.1,1809.0,86,1
L48222,37.4,1542.0,88,2
L48223,45.2,1431.0,90,2
L48224,43.6,1512.0,92,2
L48226,47.8,1331.0,99,2
L48228,33.5,1607.0,104,1
L48229,44.2,1415.0,106,2
L48230,28.8,1671.0,108,1
L48231,37.7,1556.0,110,0
L48232,23.9,1927.0,112,1
L48235,39.4,1480.0,122,0
